chr	start	end	name	score	tissue
chr10	88062483	88063514	Peak_30322	1000	left lobe of liver
chr10	88064449	88065236	Peak_83285	1000	left lobe of liver
chr10	88070857	88071218	Peak_264059	137	left lobe of liver
chr10	88080166	88080598	Peak_28946	1000	left lobe of liver
chr10	88081449	88081992	Peak_136855	893	left lobe of liver
chr10	88081449	88081992	Peak_71244	1000	left lobe of liver
chr10	88082101	88082373	Peak_193405	351	left lobe of liver
chr10	88086614	88086831	Peak_175317	465	left lobe of liver
chr10	88089218	88089895	Peak_23265	1000	left lobe of liver
chr10	88095263	88096426	Peak_214029	262	left lobe of liver
chr10	88095263	88096426	Peak_256202	150	left lobe of liver
chr10	88095263	88096426	Peak_35749	1000	left lobe of liver
chr10	88095263	88096426	Peak_82622	1000	left lobe of liver
chr10	88104263	88104591	Peak_177631	446	left lobe of liver
chr10	88106412	88106760	Peak_222693	231	left lobe of liver
chr10	88108243	88108648	Peak_180370	427	left lobe of liver
chr10	88114040	88114848	Peak_16997	1000	left lobe of liver
chr10	88118309	88118501	Peak_207162	287	left lobe of liver
chr10	88119201	88119592	Peak_112651	1000	left lobe of liver
chr10	88131674	88132195	Peak_162886	567	left lobe of liver
chr10	88131674	88132195	Peak_210564	273	left lobe of liver
chr10	88205837	88206273	Peak_209080	279	left lobe of liver
chr10	88205837	88206273	Peak_236954	191	left lobe of liver
chr10	88226076	88226744	Peak_148207	730	left lobe of liver
chr10	88226076	88226744	Peak_148792	723	left lobe of liver
chr10	88226076	88226744	Peak_178981	438	left lobe of liver
chr10	88227037	88227657	Peak_85801	1000	left lobe of liver
chr10	88239220	88239551	Peak_160223	594	left lobe of liver
chr10	88243361	88244568	Peak_16601	1000	left lobe of liver
chr10	88243361	88244568	Peak_246650	169	left lobe of liver
chr10	88243361	88244568	Peak_26702	1000	left lobe of liver
chr10	88271843	88272060	Peak_214919	257	left lobe of liver
chr10	88318828	88319120	Peak_120288	1000	left lobe of liver
chr10	88326680	88327559	Peak_107966	1000	left lobe of liver
chr10	88326680	88327559	Peak_113812	1000	left lobe of liver
chr10	88343812	88344503	Peak_183282	408	left lobe of liver
chr10	88343812	88344503	Peak_256554	149	left lobe of liver
chr10	88346317	88347361	Peak_297856	93	left lobe of liver
chr10	88346317	88347361	Peak_79164	1000	left lobe of liver
chr10	88373255	88373515	Peak_178546	440	left lobe of liver
chr10	88379690	88380081	Peak_192792	353	left lobe of liver
chr10	88385504	88386783	Peak_128142	1000	left lobe of liver
chr10	88385504	88386783	Peak_158114	616	left lobe of liver
chr10	88385504	88386783	Peak_199399	321	left lobe of liver
chr10	88385504	88386783	Peak_41656	1000	left lobe of liver
chr10	88385504	88386783	Peak_69460	1000	left lobe of liver
chr10	88386902	88387851	Peak_17307	1000	left lobe of liver
chr10	88386902	88387851	Peak_260127	145	left lobe of liver
chr10	88389567	88389755	Peak_150391	704	left lobe of liver
chr10	88392167	88392725	Peak_71709	1000	left lobe of liver
chr10	88401756	88402359	Peak_183717	407	left lobe of liver
chr10	88401756	88402359	Peak_64575	1000	left lobe of liver
chr10	88403869	88404832	Peak_100190	1000	left lobe of liver
chr10	88403869	88404832	Peak_234053	200	left lobe of liver
chr10	88403869	88404832	Peak_268902	129	left lobe of liver
chr10	88459336	88459999	Peak_50233	1000	left lobe of liver
chr10	88474326	88475393	Peak_233165	201	left lobe of liver
chr10	88474326	88475393	Peak_81090	1000	left lobe of liver
chr10	88488677	88489802	Peak_142920	802	left lobe of liver
chr10	88488677	88489802	Peak_238055	189	left lobe of liver
chr10	88488677	88489802	Peak_32931	1000	left lobe of liver
chr10	88494597	88495019	Peak_52397	1000	left lobe of liver
chr10	88497634	88498202	Peak_177632	446	left lobe of liver
chr10	88497634	88498202	Peak_264060	137	left lobe of liver
chr10	88518529	88518773	Peak_204968	295	left lobe of liver
chr10	88521766	88522284	Peak_79303	1000	left lobe of liver
chr10	88523819	88524076	Peak_234984	196	left lobe of liver
chr10	88525709	88526228	Peak_96018	1000	left lobe of liver
chr10	88531828	88532045	Peak_218567	245	left lobe of liver
chr10	88533966	88534629	Peak_52247	1000	left lobe of liver
chr10	88538127	88538401	Peak_150043	707	left lobe of liver
chr10	88540408	88540656	Peak_161041	586	left lobe of liver
chr10	88540860	88541972	Peak_102274	1000	left lobe of liver
chr10	88540860	88541972	Peak_182010	417	left lobe of liver
chr10	88540860	88541972	Peak_289164	104	left lobe of liver
chr10	88546568	88547387	Peak_187332	383	left lobe of liver
chr10	88546568	88547387	Peak_233166	201	left lobe of liver
chr10	88546568	88547387	Peak_240891	181	left lobe of liver
chr10	88553048	88553665	Peak_27777	1000	left lobe of liver
chr10	87817664	87819132	Peak_128954	190	lower lobe of right lung
chr10	87817664	87819132	Peak_31285	1000	lower lobe of right lung
chr10	87817664	87819132	Peak_56948	691	lower lobe of right lung
chr10	87817664	87819132	Peak_6564	1000	lower lobe of right lung
chr10	87817664	87819132	Peak_96174	314	lower lobe of right lung
chr10	87842181	87842671	Peak_24019	1000	lower lobe of right lung
chr10	87843150	87843360	Peak_111902	243	lower lobe of right lung
chr10	87850822	87851104	Peak_58639	662	lower lobe of right lung
chr10	87861588	87862900	Peak_105491	267	lower lobe of right lung
chr10	87861588	87862900	Peak_2793	1000	lower lobe of right lung
chr10	87861588	87862900	Peak_38555	1000	lower lobe of right lung
chr10	87861588	87862900	Peak_47394	877	lower lobe of right lung
chr10	87862993	87863897	Peak_101558	286	lower lobe of right lung
chr10	87862993	87863897	Peak_10819	1000	lower lobe of right lung
chr10	87862993	87863897	Peak_11403	1000	lower lobe of right lung
chr10	87935741	87936138	Peak_195098	99	lower lobe of right lung
chr10	87935741	87936138	Peak_195099	99	lower lobe of right lung
chr10	87961485	87961707	Peak_158834	133	lower lobe of right lung
chr10	88011921	88012176	Peak_233652	80	lower lobe of right lung
chr10	88012339	88012963	Peak_201526	95	lower lobe of right lung
chr10	88012339	88012963	Peak_79546	423	lower lobe of right lung
chr10	88027520	88027978	Peak_26387	1000	lower lobe of right lung
chr10	88041919	88043318	Peak_106067	266	lower lobe of right lung
chr10	88041919	88043318	Peak_26682	1000	lower lobe of right lung
chr10	88041919	88043318	Peak_74554	468	lower lobe of right lung
chr10	88062397	88062704	Peak_141095	161	lower lobe of right lung
chr10	88064579	88065248	Peak_62779	602	lower lobe of right lung
chr10	88065458	88065652	Peak_123925	203	lower lobe of right lung
chr10	88066957	88067287	Peak_98822	300	lower lobe of right lung
chr10	88071910	88072355	Peak_259995	72	lower lobe of right lung
chr10	88076057	88076533	Peak_131156	185	lower lobe of right lung
chr10	88080229	88080559	Peak_86252	372	lower lobe of right lung
chr10	88082851	88083153	Peak_134609	175	lower lobe of right lung
chr10	88089420	88089790	Peak_135550	174	lower lobe of right lung
chr10	88090630	88090837	Peak_131401	184	lower lobe of right lung
chr10	88091450	88092076	Peak_51734	784	lower lobe of right lung
chr10	88097063	88097908	Peak_148359	149	lower lobe of right lung
chr10	88097063	88097908	Peak_216163	87	lower lobe of right lung
chr10	88106378	88106872	Peak_92964	331	lower lobe of right lung
chr10	88107801	88108661	Peak_100970	289	lower lobe of right lung
chr10	88114446	88114874	Peak_57465	682	lower lobe of right lung
chr10	88118299	88118464	Peak_221073	86	lower lobe of right lung
chr10	88120627	88120875	Peak_88141	360	lower lobe of right lung
chr10	88129048	88129311	Peak_165999	124	lower lobe of right lung
chr10	88131324	88132201	Peak_96970	308	lower lobe of right lung
chr10	88163469	88163985	Peak_76195	453	lower lobe of right lung
chr10	88194095	88194532	Peak_122484	207	lower lobe of right lung
chr10	88198056	88198315	Peak_205203	94	lower lobe of right lung
chr10	88232464	88233092	Peak_189201	103	lower lobe of right lung
chr10	88232464	88233092	Peak_206751	92	lower lobe of right lung
chr10	88232464	88233092	Peak_224507	83	lower lobe of right lung
chr10	88236224	88236584	Peak_150534	146	lower lobe of right lung
chr10	88243683	88244594	Peak_130025	186	lower lobe of right lung
chr10	88243683	88244594	Peak_85121	381	lower lobe of right lung
chr10	88246058	88246540	Peak_173561	116	lower lobe of right lung
chr10	88246058	88246540	Peak_253837	73	lower lobe of right lung
chr10	88254176	88254365	Peak_143627	156	lower lobe of right lung
chr10	88269938	88270725	Peak_118731	219	lower lobe of right lung
chr10	88270896	88272140	Peak_147704	151	lower lobe of right lung
chr10	88270896	88272140	Peak_151459	144	lower lobe of right lung
chr10	88270896	88272140	Peak_173491	116	lower lobe of right lung
chr10	88270896	88272140	Peak_85160	381	lower lobe of right lung
chr10	88278962	88279275	Peak_67073	550	lower lobe of right lung
chr10	88303260	88303595	Peak_208432	91	lower lobe of right lung
chr10	88303751	88304013	Peak_216164	87	lower lobe of right lung
chr10	88318430	88319186	Peak_189202	103	lower lobe of right lung
chr10	88385519	88386721	Peak_200025	96	lower lobe of right lung
chr10	88385519	88386721	Peak_242443	76	lower lobe of right lung
chr10	88385519	88386721	Peak_46413	903	lower lobe of right lung
chr10	88387086	88387450	Peak_35576	1000	lower lobe of right lung
chr10	88392316	88392526	Peak_169926	120	lower lobe of right lung
chr10	88472654	88472853	Peak_142511	160	lower lobe of right lung
chr10	88474385	88474945	Peak_70100	513	lower lobe of right lung
chr10	88475055	88475400	Peak_124649	201	lower lobe of right lung
chr10	88512650	88512894	Peak_143933	156	lower lobe of right lung
chr10	88531124	88531343	Peak_101816	284	lower lobe of right lung
chr10	88531451	88531741	Peak_67668	542	lower lobe of right lung
chr10	88540482	88540646	Peak_169927	120	lower lobe of right lung
chr10	88541282	88541978	Peak_243681	76	lower lobe of right lung
chr10	88541282	88541978	Peak_75700	457	lower lobe of right lung
chr10	88553239	88553619	Peak_47257	881	lower lobe of right lung
chr10	87817136	87819123	Peak_137312	763	mucosa of descending colon
chr10	87817136	87819123	Peak_143876	678	mucosa of descending colon
chr10	87817136	87819123	Peak_30653	1000	mucosa of descending colon
chr10	87817136	87819123	Peak_3776	1000	mucosa of descending colon
chr10	87817136	87819123	Peak_75396	1000	mucosa of descending colon
chr10	87817136	87819123	Peak_85632	1000	mucosa of descending colon
chr10	87841353	87841540	Peak_162497	486	mucosa of descending colon
chr10	87841745	87841986	Peak_264458	97	mucosa of descending colon
chr10	87842085	87842947	Peak_2867	1000	mucosa of descending colon
chr10	87843067	87843383	Peak_88978	1000	mucosa of descending colon
chr10	87845373	87845531	Peak_171995	414	mucosa of descending colon
chr10	87850800	87851283	Peak_244769	130	mucosa of descending colon
chr10	87850800	87851283	Peak_34621	1000	mucosa of descending colon
chr10	87861573	87864128	Peak_110850	1000	mucosa of descending colon
chr10	87861573	87864128	Peak_17976	1000	mucosa of descending colon
chr10	87861573	87864128	Peak_18557	1000	mucosa of descending colon
chr10	87861573	87864128	Peak_198586	265	mucosa of descending colon
chr10	87861573	87864128	Peak_64599	1000	mucosa of descending colon
chr10	87861573	87864128	Peak_6852	1000	mucosa of descending colon
chr10	87861573	87864128	Peak_69883	1000	mucosa of descending colon
chr10	87861573	87864128	Peak_96094	1000	mucosa of descending colon
chr10	87864635	87864846	Peak_168803	438	mucosa of descending colon
chr10	87916112	87916326	Peak_186537	324	mucosa of descending colon
chr10	87943217	87943407	Peak_206515	233	mucosa of descending colon
chr10	87948686	87948887	Peak_268268	90	mucosa of descending colon
chr10	87952640	87952985	Peak_248339	123	mucosa of descending colon
chr10	87955477	87955802	Peak_245739	127	mucosa of descending colon
chr10	87956159	87956327	Peak_215257	203	mucosa of descending colon
chr10	87961174	87961712	Peak_259492	104	mucosa of descending colon
chr10	87961174	87961712	Peak_268269	90	mucosa of descending colon
chr10	88027544	88027979	Peak_162369	488	mucosa of descending colon
chr10	88028175	88029069	Peak_266662	94	mucosa of descending colon
chr10	88028175	88029069	Peak_41657	1000	mucosa of descending colon
chr10	88062369	88062716	Peak_247532	125	mucosa of descending colon
chr10	88062817	88063066	Peak_202979	248	mucosa of descending colon
chr10	88064677	88065153	Peak_244283	132	mucosa of descending colon
chr10	88065475	88065658	Peak_240031	139	mucosa of descending colon
chr10	88066421	88066631	Peak_237455	145	mucosa of descending colon
chr10	88066947	88067309	Peak_218448	194	mucosa of descending colon
chr10	88066947	88067309	Peak_226302	173	mucosa of descending colon
chr10	88080161	88080563	Peak_102205	1000	mucosa of descending colon
chr10	88089530	88089782	Peak_194560	284	mucosa of descending colon
chr10	88091699	88092031	Peak_163600	476	mucosa of descending colon
chr10	88096156	88096379	Peak_170437	423	mucosa of descending colon
chr10	88106445	88106753	Peak_256611	108	mucosa of descending colon
chr10	88108184	88108656	Peak_179152	365	mucosa of descending colon
chr10	88108184	88108656	Peak_248340	123	mucosa of descending colon
chr10	88113994	88114662	Peak_111648	1000	mucosa of descending colon
chr10	88113994	88114662	Peak_98007	1000	mucosa of descending colon
chr10	88118309	88118504	Peak_204851	239	mucosa of descending colon
chr10	88138381	88139161	Peak_131972	841	mucosa of descending colon
chr10	88138381	88139161	Peak_220381	188	mucosa of descending colon
chr10	88138381	88139161	Peak_22455	1000	mucosa of descending colon
chr10	88152818	88153013	Peak_293568	58	mucosa of descending colon
chr10	88156418	88156678	Peak_156440	541	mucosa of descending colon
chr10	88157824	88158190	Peak_84623	1000	mucosa of descending colon
chr10	88158310	88158552	Peak_275782	82	mucosa of descending colon
chr10	88158678	88159445	Peak_177338	378	mucosa of descending colon
chr10	88158678	88159445	Peak_50834	1000	mucosa of descending colon
chr10	88184546	88185409	Peak_163601	476	mucosa of descending colon
chr10	88184546	88185409	Peak_70386	1000	mucosa of descending colon
chr10	88190102	88191047	Peak_217170	197	mucosa of descending colon
chr10	88190102	88191047	Peak_72921	1000	mucosa of descending colon
chr10	88194345	88194643	Peak_219043	192	mucosa of descending colon
chr10	88216844	88217348	Peak_216490	200	mucosa of descending colon
chr10	88216844	88217348	Peak_43128	1000	mucosa of descending colon
chr10	88227405	88228109	Peak_107399	1000	mucosa of descending colon
chr10	88227405	88228109	Peak_124761	965	mucosa of descending colon
chr10	88227405	88228109	Peak_239252	143	mucosa of descending colon
chr10	88234124	88234920	Peak_27687	1000	mucosa of descending colon
chr10	88235278	88235487	Peak_201661	253	mucosa of descending colon
chr10	88236112	88236631	Peak_147458	636	mucosa of descending colon
chr10	88236112	88236631	Peak_39147	1000	mucosa of descending colon
chr10	88243316	88244541	Peak_207195	233	mucosa of descending colon
chr10	88243316	88244541	Peak_42697	1000	mucosa of descending colon
chr10	88243316	88244541	Peak_63549	1000	mucosa of descending colon
chr10	88245997	88246218	Peak_173052	406	mucosa of descending colon
chr10	88270956	88271690	Peak_227180	169	mucosa of descending colon
chr10	88270956	88271690	Peak_268271	90	mucosa of descending colon
chr10	88271836	88272114	Peak_194561	284	mucosa of descending colon
chr10	88282000	88282207	Peak_248341	123	mucosa of descending colon
chr10	88288541	88289128	Peak_190455	303	mucosa of descending colon
chr10	88288541	88289128	Peak_274534	82	mucosa of descending colon
chr10	88289373	88289803	Peak_85009	1000	mucosa of descending colon
chr10	88320021	88320674	Peak_39310	1000	mucosa of descending colon
chr10	88342746	88343127	Peak_227181	169	mucosa of descending colon
chr10	88346556	88346882	Peak_197384	271	mucosa of descending colon
chr10	88365346	88365654	Peak_240742	137	mucosa of descending colon
chr10	88370706	88371058	Peak_100571	1000	mucosa of descending colon
chr10	88371755	88371947	Peak_197022	273	mucosa of descending colon
chr10	88372064	88372486	Peak_152036	586	mucosa of descending colon
chr10	88372064	88372486	Peak_152141	584	mucosa of descending colon
chr10	88372773	88373437	Peak_212878	212	mucosa of descending colon
chr10	88372773	88373437	Peak_32401	1000	mucosa of descending colon
chr10	88374446	88375056	Peak_166338	454	mucosa of descending colon
chr10	88374446	88375056	Peak_53996	1000	mucosa of descending colon
chr10	88377550	88377774	Peak_240559	138	mucosa of descending colon
chr10	88379633	88380153	Peak_59157	1000	mucosa of descending colon
chr10	88385383	88386709	Peak_105320	1000	mucosa of descending colon
chr10	88385383	88386709	Peak_31951	1000	mucosa of descending colon
chr10	88385383	88386709	Peak_57790	1000	mucosa of descending colon
chr10	88385383	88386709	Peak_5939	1000	mucosa of descending colon
chr10	88387131	88387481	Peak_55207	1000	mucosa of descending colon
chr10	88392329	88392526	Peak_177292	379	mucosa of descending colon
chr10	88402058	88402255	Peak_219044	192	mucosa of descending colon
chr10	88404921	88405145	Peak_201916	252	mucosa of descending colon
chr10	88420674	88420910	Peak_190456	303	mucosa of descending colon
chr10	88427120	88427278	Peak_235997	148	mucosa of descending colon
chr10	88428497	88428864	Peak_189105	310	mucosa of descending colon
chr10	88474318	88475205	Peak_213404	209	mucosa of descending colon
chr10	88474318	88475205	Peak_55616	1000	mucosa of descending colon
chr10	88493637	88494002	Peak_78482	1000	mucosa of descending colon
chr10	88523716	88524078	Peak_103269	1000	mucosa of descending colon
chr10	88525833	88526168	Peak_101130	1000	mucosa of descending colon
chr10	88553082	88553668	Peak_271358	86	mucosa of descending colon
chr10	88553082	88553668	Peak_38558	1000	mucosa of descending colon
chr10	87817850	87818796	Peak_38188	147	left ventricle myocardium inferior
chr10	87817850	87818796	Peak_6933	566	left ventricle myocardium inferior
chr10	87817850	87818796	Peak_84145	64	left ventricle myocardium inferior
chr10	87850836	87851142	Peak_25836	210	left ventricle myocardium inferior
chr10	87861520	87861877	Peak_14562	335	left ventricle myocardium inferior
chr10	87862013	87862768	Peak_10201	438	left ventricle myocardium inferior
chr10	87863225	87863829	Peak_22153	239	left ventricle myocardium inferior
chr10	87863225	87863829	Peak_25924	209	left ventricle myocardium inferior
chr10	87961362	87961638	Peak_85158	63	left ventricle myocardium inferior
chr10	88027580	88027819	Peak_58015	96	left ventricle myocardium inferior
chr10	88042767	88043031	Peak_40804	138	left ventricle myocardium inferior
chr10	88059291	88059575	Peak_94836	57	left ventricle myocardium inferior
chr10	88064576	88065060	Peak_134308	39	left ventricle myocardium inferior
chr10	88066970	88067179	Peak_68391	82	left ventricle myocardium inferior
chr10	88093065	88093326	Peak_28118	195	left ventricle myocardium inferior
chr10	88106359	88106722	Peak_69327	81	left ventricle myocardium inferior
chr10	88106359	88106722	Peak_91480	60	left ventricle myocardium inferior
chr10	88227283	88227655	Peak_71420	77	left ventricle myocardium inferior
chr10	88232355	88232601	Peak_43027	132	left ventricle myocardium inferior
chr10	88243681	88244497	Peak_10455	431	left ventricle myocardium inferior
chr10	88243681	88244497	Peak_22129	239	left ventricle myocardium inferior
chr10	88256236	88256725	Peak_24185	222	left ventricle myocardium inferior
chr10	88387017	88387481	Peak_39881	142	left ventricle myocardium inferior
chr10	88415584	88415868	Peak_36111	155	left ventricle myocardium inferior
chr10	88428375	88428842	Peak_74037	74	left ventricle myocardium inferior
chr10	88459621	88459839	Peak_68338	82	left ventricle myocardium inferior
chr10	88478303	88478860	Peak_83693	64	left ventricle myocardium inferior
chr10	88541392	88541986	Peak_98259	54	left ventricle myocardium inferior
chr10	88553239	88553595	Peak_44208	128	left ventricle myocardium inferior
chr10	87817681	87819123	Peak_26755	1000	spleen
chr10	87817681	87819123	Peak_3289	1000	spleen
chr10	87817681	87819123	Peak_38914	658	spleen
chr10	87817681	87819123	Peak_78227	270	spleen
chr10	87817681	87819123	Peak_79390	266	spleen
chr10	87837537	87837845	Peak_91713	225	spleen
chr10	87850823	87851104	Peak_23212	1000	spleen
chr10	87861616	87863755	Peak_11010	1000	spleen
chr10	87861616	87863755	Peak_11304	1000	spleen
chr10	87861616	87863755	Peak_23528	1000	spleen
chr10	87861616	87863755	Peak_24694	1000	spleen
chr10	87861616	87863755	Peak_2626	1000	spleen
chr10	87861616	87863755	Peak_75918	280	spleen
chr10	88027531	88028406	Peak_42428	593	spleen
chr10	88028622	88029049	Peak_61666	368	spleen
chr10	88037693	88038076	Peak_114809	180	spleen
chr10	88064607	88065595	Peak_62516	361	spleen
chr10	88066910	88067320	Peak_29178	924	spleen
chr10	88067812	88068037	Peak_175822	130	spleen
chr10	88071909	88072332	Peak_39142	654	spleen
chr10	88082808	88083247	Peak_27044	1000	spleen
chr10	88091428	88092066	Peak_6989	1000	spleen
chr10	88097129	88097851	Peak_118278	175	spleen
chr10	88097129	88097851	Peak_294950	91	spleen
chr10	88106354	88106748	Peak_54032	437	spleen
chr10	88108167	88108663	Peak_28912	934	spleen
chr10	88113300	88113661	Peak_42746	588	spleen
chr10	88114433	88114820	Peak_28989	930	spleen
chr10	88117936	88118162	Peak_68284	322	spleen
chr10	88120340	88120918	Peak_31048	862	spleen
chr10	88134447	88134680	Peak_128501	164	spleen
chr10	88138383	88138588	Peak_84728	245	spleen
chr10	88152330	88153201	Peak_286004	94	spleen
chr10	88152330	88153201	Peak_38105	676	spleen
chr10	88162922	88163390	Peak_204983	117	spleen
chr10	88170435	88170956	Peak_130338	161	spleen
chr10	88194037	88194631	Peak_15315	1000	spleen
chr10	88216862	88217290	Peak_74463	288	spleen
chr10	88218391	88218724	Peak_79262	267	spleen
chr10	88232404	88232784	Peak_91714	225	spleen
chr10	88243733	88244591	Peak_43974	569	spleen
chr10	88243733	88244591	Peak_44519	561	spleen
chr10	88256236	88256812	Peak_209296	114	spleen
chr10	88270886	88272231	Peak_32942	804	spleen
chr10	88270886	88272231	Peak_51558	465	spleen
chr10	88270886	88272231	Peak_63090	358	spleen
chr10	88281930	88282751	Peak_54864	428	spleen
chr10	88303224	88303949	Peak_135078	157	spleen
chr10	88322432	88322740	Peak_105766	194	spleen
chr10	88385503	88386232	Peak_18684	1000	spleen
chr10	88385503	88386232	Peak_43407	577	spleen
chr10	88387150	88387449	Peak_33924	776	spleen
chr10	88392253	88392542	Peak_27599	986	spleen
chr10	88428403	88428816	Peak_189478	122	spleen
chr10	88428403	88428816	Peak_199141	118	spleen
chr10	88450127	88450641	Peak_172171	131	spleen
chr10	88450127	88450641	Peak_277551	95	spleen
chr10	88541430	88542000	Peak_108626	190	spleen
chr10	88553229	88553478	Peak_27789	978	spleen
chr10	87817656	87819123	Peak_189326	243	left cardiac atrium
chr10	87817656	87819123	Peak_26396	1000	left cardiac atrium
chr10	87817656	87819123	Peak_61434	1000	left cardiac atrium
chr10	87817656	87819123	Peak_6212	1000	left cardiac atrium
chr10	87842371	87842624	Peak_154262	362	left cardiac atrium
chr10	87845360	87845557	Peak_131161	482	left cardiac atrium
chr10	87845726	87846451	Peak_290720	99	left cardiac atrium
chr10	87845726	87846451	Peak_61535	1000	left cardiac atrium
chr10	87850782	87851266	Peak_42551	1000	left cardiac atrium
chr10	87861502	87864111	Peak_10141	1000	left cardiac atrium
chr10	87861502	87864111	Peak_126772	511	left cardiac atrium
chr10	87861502	87864111	Peak_184845	256	left cardiac atrium
chr10	87861502	87864111	Peak_19349	1000	left cardiac atrium
chr10	87861502	87864111	Peak_20900	1000	left cardiac atrium
chr10	87861502	87864111	Peak_4485	1000	left cardiac atrium
chr10	87916135	87916314	Peak_218888	180	left cardiac atrium
chr10	87921919	87922573	Peak_216069	185	left cardiac atrium
chr10	87935532	87936173	Peak_147159	394	left cardiac atrium
chr10	87935532	87936173	Peak_276608	110	left cardiac atrium
chr10	87939152	87939688	Peak_147013	395	left cardiac atrium
chr10	87948474	87948904	Peak_78274	1000	left cardiac atrium
chr10	87961315	87961754	Peak_112960	614	left cardiac atrium
chr10	88011993	88013117	Peak_89434	865	left cardiac atrium
chr10	88027488	88027978	Peak_69962	1000	left cardiac atrium
chr10	88042167	88043146	Peak_182126	265	left cardiac atrium
chr10	88042167	88043146	Peak_227023	167	left cardiac atrium
chr10	88045186	88045506	Peak_158761	342	left cardiac atrium
chr10	88045588	88046191	Peak_151601	373	left cardiac atrium
chr10	88045588	88046191	Peak_219752	180	left cardiac atrium
chr10	88059281	88059583	Peak_179071	272	left cardiac atrium
chr10	88064576	88065077	Peak_154952	360	left cardiac atrium
chr10	88064576	88065077	Peak_199543	220	left cardiac atrium
chr10	88065458	88065672	Peak_173196	291	left cardiac atrium
chr10	88066409	88066625	Peak_163020	326	left cardiac atrium
chr10	88066956	88067280	Peak_161290	333	left cardiac atrium
chr10	88067797	88068025	Peak_227047	167	left cardiac atrium
chr10	88071910	88072301	Peak_204179	210	left cardiac atrium
chr10	88089531	88089838	Peak_232607	159	left cardiac atrium
chr10	88092862	88093654	Peak_116790	584	left cardiac atrium
chr10	88106412	88106893	Peak_287693	100	left cardiac atrium
chr10	88110390	88110662	Peak_135497	457	left cardiac atrium
chr10	88113300	88113614	Peak_233376	157	left cardiac atrium
chr10	88114220	88114664	Peak_95393	792	left cardiac atrium
chr10	88120652	88120862	Peak_277635	108	left cardiac atrium
chr10	88131318	88132213	Peak_196045	226	left cardiac atrium
chr10	88147032	88147800	Peak_112961	614	left cardiac atrium
chr10	88147032	88147800	Peak_154553	360	left cardiac atrium
chr10	88152345	88153175	Peak_142774	417	left cardiac atrium
chr10	88152345	88153175	Peak_249681	137	left cardiac atrium
chr10	88157766	88158578	Peak_119616	562	left cardiac atrium
chr10	88157766	88158578	Peak_49258	1000	left cardiac atrium
chr10	88165727	88166327	Peak_298850	93	left cardiac atrium
chr10	88182334	88182597	Peak_208018	200	left cardiac atrium
chr10	88186319	88186663	Peak_99353	744	left cardiac atrium
chr10	88194075	88194579	Peak_265958	120	left cardiac atrium
chr10	88196299	88196731	Peak_146913	395	left cardiac atrium
chr10	88210395	88210559	Peak_277636	108	left cardiac atrium
chr10	88227381	88228022	Peak_109169	649	left cardiac atrium
chr10	88227381	88228022	Peak_75715	1000	left cardiac atrium
chr10	88232121	88233576	Peak_121637	547	left cardiac atrium
chr10	88232121	88233576	Peak_239786	149	left cardiac atrium
chr10	88232121	88233576	Peak_75298	1000	left cardiac atrium
chr10	88233994	88234672	Peak_232101	160	left cardiac atrium
chr10	88233994	88234672	Peak_280096	107	left cardiac atrium
chr10	88243272	88243521	Peak_67309	1000	left cardiac atrium
chr10	88243650	88244683	Peak_17268	1000	left cardiac atrium
chr10	88243650	88244683	Peak_18686	1000	left cardiac atrium
chr10	88245990	88246493	Peak_171163	298	left cardiac atrium
chr10	88245990	88246493	Peak_59347	1000	left cardiac atrium
chr10	88254132	88254478	Peak_73601	1000	left cardiac atrium
chr10	88255927	88257263	Peak_230526	161	left cardiac atrium
chr10	88255927	88257263	Peak_45568	1000	left cardiac atrium
chr10	88266099	88266532	Peak_221707	175	left cardiac atrium
chr10	88270886	88271700	Peak_157288	348	left cardiac atrium
chr10	88270886	88271700	Peak_62616	1000	left cardiac atrium
chr10	88271811	88272304	Peak_53110	1000	left cardiac atrium
chr10	88281935	88282384	Peak_193800	232	left cardiac atrium
chr10	88282524	88283134	Peak_205491	206	left cardiac atrium
chr10	88289509	88289697	Peak_251782	134	left cardiac atrium
chr10	88343805	88344534	Peak_147451	392	left cardiac atrium
chr10	88343805	88344534	Peak_264025	121	left cardiac atrium
chr10	88346541	88347406	Peak_139822	431	left cardiac atrium
chr10	88379690	88379973	Peak_198303	221	left cardiac atrium
chr10	88385991	88387621	Peak_150870	378	left cardiac atrium
chr10	88385991	88387621	Peak_18096	1000	left cardiac atrium
chr10	88385991	88387621	Peak_263514	121	left cardiac atrium
chr10	88402058	88402272	Peak_200720	216	left cardiac atrium
chr10	88415594	88415864	Peak_124229	527	left cardiac atrium
chr10	88428375	88428922	Peak_105475	682	left cardiac atrium
chr10	88433644	88434076	Peak_203034	211	left cardiac atrium
chr10	88433644	88434076	Peak_287694	100	left cardiac atrium
chr10	88442700	88442942	Peak_233994	156	left cardiac atrium
chr10	88456780	88457234	Peak_131147	482	left cardiac atrium
chr10	88467649	88468559	Peak_118310	570	left cardiac atrium
chr10	88474482	88475745	Peak_182887	261	left cardiac atrium
chr10	88474482	88475745	Peak_84472	936	left cardiac atrium
chr10	88474482	88475745	Peak_90340	854	left cardiac atrium
chr10	88477509	88477963	Peak_169855	302	left cardiac atrium
chr10	88478303	88478584	Peak_220243	179	left cardiac atrium
chr10	88499365	88500517	Peak_282608	104	left cardiac atrium
